iteration,elapsed_ns
4042,4043770000
4043,4044770000
4044,4045770000
4045,4046770000
4046,4047770000
4047,4048770000
4048,4049770000
4049,4050770000
4050,4051771000
4051,4052771000
4052,4053771000
4053,4054771000
4054,4055771000
4055,4056771000
4056,4057771000
4057,4058771000
4058,4059771000
4059,4060771000
4060,4061772000
4061,4062772000
4062,4063772000
4063,4064772000
4064,4065772000
4065,4066772000
4066,4067772000
4067,4068772000
4068,4069772000
4069,4070772000
4070,4071773000
4071,4072773000
4072,4073773000
4073,4074773000
4074,4075773000
4075,4076773000
4076,4077773000
4077,4078773000
4078,4079773000
4079,4080773000
4080,4081774000
4081,4082774000
4082,4083774000
4083,4084774000
4084,4085774000
4085,4086774000
4086,4087777000
4087,4088774000
4088,4089774000
4089,4090774000
4090,4091774000
4091,4092775000
4092,4093775000
4093,4094775000
4094,4095775000
4095,4096775000
4096,4097775000
4097,4098775000
4098,4099779000
4099,4100775000
4100,4101779000
4101,4102776000
4102,4103776000
4103,4104776000
4104,4105776000
4105,4106776000
4106,4107776000
4107,4108776000
4108,4109776000
4109,4110779000
4110,4111776000
4111,4112776000
4112,4113777000
4113,4114777000
4114,4115777000
4115,4116777000
4116,4117777000
4117,4118777000
4118,4119777000
4119,4120777000
4120,4121777000
4121,4122777000
4122,4123777000
4123,4124778000
4124,4125778000
4125,4126781000
4126,4127778000
4127,4128778000
4128,4129778000
4129,4130778000
4130,4131778000
4131,4132778000
4132,4133778000
4133,4134782000
4134,4135779000
4135,4136779000
4136,4137779000
4137,4138779000
4138,4139779000
4139,4140779000
4140,4141779000
4141,4142779000
4142,4143779000
4143,4144779000
4144,4145779000
4145,4146779000
4146,4147780000
4147,4148780000
4148,4149780000
4149,4150780000
4150,4151783000
4151,4152780000
4152,4153780000
4153,4154780000
4154,4155780000
4155,4156780000
4156,4157780000
4157,4158780000
4158,4159781000
4159,4160781000
4160,4161781000
4161,4162784000
4162,4163781000
4163,4164781000
4164,4165784000
4165,4166781000
4166,4167781000
4167,4168781000
4168,4169782000
4169,4170782000
4170,4171782000
4171,4172782000
4172,4173782000
4173,4174782000
4174,4175782000
4175,4176782000
4176,4177782000
4177,4178782000
4178,4179782000
4179,4180782000
4180,4181782000
4181,4182782000
4182,4183783000
4183,4184783000
4184,4185783000
4185,4186783000
4186,4187783000
4187,4188783000
4188,4189783000
4189,4190783000
4190,4191783000
4191,4192784000
4192,4193784000
4193,4194784000
4194,4195784000
4195,4196784000
4196,4197784000
4197,4198787000
4198,4199784000
4199,4200784000
4200,4201784000
4201,4202784000
4202,4203785000
4203,4204785000
4204,4205785000
4205,4206785000
4206,4207785000
4207,4208785000
4208,4209785000
4209,4210785000
4210,4211785000
4211,4212785000
4212,4213785000
4213,4214785000
4214,4215785000
4215,4216785000
4216,4217785000
4217,4218786000
4218,4219786000
4219,4220786000
4220,4221786000
4221,4222786000
4222,4223786000
4223,4224786000
4224,4225786000
4225,4226786000
4226,4227790000
4227,4228786000
4228,4229786000
4229,4230787000
4230,4231787000
4231,4232787000
4232,4233787000
4233,4234787000
4234,4235787000
4235,4236787000
4236,4237787000
4237,4238787000
4238,4239787000
4239,4240787000
4240,4241788000
4241,4242788000
4242,4243788000
4243,4244788000
4244,4245788000
4245,4246791000
4246,4247792000
4247,4248788000
4248,4249788000
4249,4250788000
4250,4251792000
4251,4252789000
4252,4253789000
4253,4254789000
4254,4255789000
4255,4256789000
4256,4257792000
4257,4258789000
4258,4259789000
4259,4260789000
4260,4261790000
4261,4262790000
4262,4263790000
4263,4264790000
4264,4265790000
4265,4266790000
4266,4267790000
4267,4268790000
4268,4269790000
4269,4270790000
4270,4271790000
4271,4272791000
4272,4273791000
4273,4274791000
4274,4275791000
4275,4276791000
4276,4277791000
4277,4278791000
4278,4279791000
4279,4280791000
4280,4281791000
4281,4282791000
4282,4283792000
4283,4284792000
4284,4285792000
4285,4286792000
4286,4287792000
4287,4288796000
4288,4289796000
4289,4290797000
4290,4291799000
4291,4292797000
4292,4293797000
4293,4294797000
4294,4295797000
4295,4296797000
4296,4297797000
4297,4298797000
4298,4299797000
4299,4300798000
4300,4301798000
4301,4302798000
4302,4303798000
4303,4304798000
4304,4305802000
4305,4306798000
4306,4307801000
4307,4308798000
4308,4309798000
4309,4310799000
4310,4311799000
4311,4312799000
4312,4313799000
4313,4314799000
4314,4315799000
4315,4316799000
4316,4317802000
4317,4318799000
4318,4319799000
4319,4320799000
4320,4321799000
4321,4322800000
4322,4323800000
4323,4324800000
4324,4325803000
4325,4326800000
4326,4327803000
4327,4328800000
4328,4329803000
4329,4330800000
4330,4331800000
4331,4332800000
4332,4333801000
4333,4334801000
4334,4335801000
4335,4336801000
4336,4337801000
4337,4338801000
4338,4339801000
4339,4340801000
4340,4341805000
4341,4342801000
4342,4343802000
4343,4344802000
4344,4345802000
4345,4346802000
4346,4347802000
4347,4348802000
4348,4349802000
4349,4350802000
4350,4351806000
4351,4352803000
4352,4353803000
4353,4354803000
4354,4355803000
4355,4356803000
4356,4357803000
4357,4358803000
4358,4359803000
4359,4360803000
4360,4361803000
4361,4362803000
4362,4363804000
4363,4364804000
4364,4365804000
4365,4366804000
4366,4367804000
4367,4368804000
4368,4369804000
4369,4370804000
4370,4371804000
4371,4372804000
4372,4373804000
4373,4374804000
4374,4375808000
4375,4376805000
4376,4377805000
4377,4378805000
4378,4379805000
4379,4380805000
4380,4381805000
4381,4382805000
4382,4383808000
4383,4384805000
4384,4385805000
4385,4386805000
4386,4387806000
4387,4388806000
4388,4389809000
4389,4390806000
4390,4391806000
4391,4392806000
4392,4393806000
4393,4394806000
4394,4395806000
4395,4396806000
4396,4397806000
4397,4398806000
4398,4399807000
4399,4400807000
4400,4401807000
4401,4402807000
4402,4403807000
4403,4404807000
4404,4405807000
4405,4406807000
4406,4407807000
4407,4408807000
4408,4409807000
4409,4410808000
4410,4411808000
4411,4412808000
4412,4413811000
4413,4414808000
4414,4415808000
4415,4416808000
4416,4417808000
4417,4418808000
4418,4419808000
4419,4420808000
4420,4421808000
4421,4422808000
4422,4423809000
4423,4424809000
4424,4425809000
4425,4426809000
4426,4427809000
4427,4428809000
4428,4429809000
4429,4430809000
4430,4431809000
4431,4432809000
4432,4433810000
4433,4434810000
4434,4435810000
4435,4436810000
4436,4437810000
4437,4438810000
4438,4439810000
4439,4440810000
4440,4441810000
4441,4442810000
4442,4443810000
4443,4444811000
4444,4445811000
4445,4446811000
4446,4447811000
4447,4448811000
4448,4449811000
4449,4450811000
4450,4451811000
4451,4452811000
4452,4453811000
4453,4454811000
4454,4455812000
4455,4456812000
4456,4457812000
4457,4458812000
4458,4459812000
4459,4460812000
4460,4461812000
4461,4462815000
4462,4463815000
4463,4464815000
4464,4465812000
4465,4466816000
4466,4467813000
4467,4468813000
4468,4469813000
4469,4470813000
4470,4471813000
4471,4472813000
4472,4473813000
4473,4474813000
4474,4475813000
4475,4476813000
4476,4477814000
4477,4478814000
4478,4479814000
4479,4480814000
4480,4481817000
4481,4482814000
4482,4483814000
4483,4484814000
4484,4485814000
4485,4486815000
4486,4487815000
4487,4488818000
4488,4489815000
4489,4490815000
4490,4491815000
4491,4492815000
4492,4493815000
4493,4494815000
4494,4495815000
4495,4496815000
4496,4497816000
4497,4498816000
4498,4499816000
4499,4500816000
4500,4501816000
4501,4502816000
4502,4503816000
4503,4504816000
4504,4505817000
4505,4506817000
4506,4507817000
4507,4508817000
4508,4509817000
4509,4510817000
4510,4511817000
4511,4512817000
4512,4513818000
4513,4514818000
4514,4515818000
4515,4516818000
4516,4517818000
4517,4518818000
4518,4519818000
4519,4520818000
4520,4521818000
4521,4522818000
4522,4523818000
4523,4524819000
4524,4525819000
4525,4526819000
4526,4527819000
4527,4528819000
4528,4529819000
4529,4530819000
4530,4531819000
4531,4532819000
4532,4533819000
4533,4534820000
4534,4535820000
4535,4536820000
4536,4537820000
4537,4538820000
4538,4539820000
4539,4540820000
4540,4541820000
4541,4542820000
4542,4543820000
4543,4544821000
4544,4545821000
4545,4546821000
4546,4547821000
4547,4548821000
4548,4549821000
4549,4550821000
4550,4551821000
4551,4552821000
4552,4553821000
4553,4554821000
4554,4555821000
4555,4556821000
4556,4557821000
4557,4558822000
4558,4559822000
4559,4560822000
4560,4561822000
4561,4562822000
4562,4563822000
4563,4564822000
4564,4565822000
4565,4566823000
4566,4567823000
4567,4568823000
4568,4569823000
4569,4570823000
4570,4571823000
4571,4572823000
4572,4573826000
4573,4574823000
4574,4575823000
4575,4576823000
4576,4577823000
4577,4578824000
4578,4579824000
4579,4580824000
4580,4581824000
4581,4582824000
4582,4583827000
4583,4584824000
4584,4585827000
4585,4586824000
4586,4587824000
4587,4588828000
4588,4589825000
4589,4590825000
4590,4591825000
4591,4592825000
4592,4593825000
4593,4594825000
4594,4595825000
4595,4596825000
4596,4597825000
4597,4598829000
4598,4599826000
4599,4600826000
4600,4601826000
4601,4602826000
4602,4603826000
4603,4604826000
4604,4605826000
4605,4606826000
4606,4607826000
4607,4608826000
4608,4609827000
4609,4610827000
4610,4611827000
4611,4612827000
4612,4613827000
4613,4614827000
4614,4615827000
4615,4616827000
4616,4617827000
4617,4618828000
4618,4619828000
4619,4620828000
4620,4621828000
4621,4622828000
4622,4623828000
4623,4624828000
4624,4625828000
4625,4626828000
4626,4627828000
4627,4628828000
4628,4629828000
4629,4630829000
4630,4631829000
4631,4632829000
4632,4633829000
4633,4634832000
4634,4635829000
4635,4636829000
4636,4637829000
4637,4638830000
4638,4639830000
4639,4640830000
4640,4641830000
4641,4642830000
4642,4643830000
4643,4644830000
4644,4645830000
4645,4646834000
4646,4647830000
4647,4648831000
4648,4649831000
4649,4650834000
4650,4651831000
4651,4652831000
4652,4653831000
4653,4654831000
4654,4655831000
4655,4656831000
4656,4657835000
4657,4658832000
4658,4659832000
4659,4660832000
4660,4661832000
4661,4662832000
4662,4663832000
4663,4664832000
4664,4665832000
4665,4666833000
4666,4667833000
4667,4668833000
4668,4669833000
4669,4670833000
4670,4671836000
4671,4672837000
4672,4673833000
4673,4674833000
4674,4675834000
4675,4676834000
4676,4677834000
4677,4678834000
4678,4679834000
4679,4680834000
4680,4681834000
4681,4682834000
4682,4683834000
4683,4684834000
4684,4685834000
4685,4686834000
4686,4687835000
4687,4688835000
4688,4689835000
4689,4690835000
4690,4691835000
4691,4692838000
4692,4693838000
4693,4694835000
4694,4695835000
4695,4696835000
4696,4697836000
4697,4698836000
4698,4699836000
4699,4700836000
4700,4701836000
4701,4702836000
4702,4703836000
4703,4704839000
4704,4705836000
4705,4706836000
4706,4707836000
4707,4708840000
4708,4709837000
4709,4710837000
4710,4711837000
4711,4712837000
4712,4713837000
4713,4714837000
4714,4715837000
4715,4716837000
4716,4717838000
4717,4718838000
4718,4719838000
4719,4720838000
4720,4721838000
4721,4722838000
4722,4723838000
4723,4724838000
4724,4725838000
4725,4726838000
4726,4727838000
4727,4728839000
4728,4729839000
4729,4730839000
4730,4731839000
4731,4732839000
4732,4733842000
4733,4734839000
4734,4735839000
4735,4736839000
4736,4737840000
4737,4738840000
4738,4739840000
4739,4740840000
4740,4741840000
4741,4742840000
4742,4743843000
4743,4744843000
4744,4745840000
4745,4746840000
4746,4747840000
4747,4748841000
4748,4749841000
4749,4750841000
4750,4751841000
4751,4752841000
4752,4753841000
4753,4754841000
4754,4755841000
4755,4756841000
4756,4757841000
4757,4758841000
4758,4759841000
4759,4760842000
4760,4761842000
4761,4762842000
4762,4763842000
4763,4764842000
4764,4765842000
4765,4766842000
4766,4767842000
4767,4768843000
4768,4769843000
4769,4770843000
4770,4771843000
4771,4772843000
4772,4773843000
4773,4774843000
4774,4775843000
4775,4776843000
4776,4777843000
4777,4778844000
4778,4779844000
4779,4780844000
4780,4781844000
4781,4782844000
4782,4783844000
4783,4784844000
4784,4785844000
4785,4786844000
4786,4787844000
4787,4788844000
4788,4789844000
4789,4790845000
4790,4791845000
4791,4792845000
4792,4793845000
4793,4794845000
4794,4795845000
4795,4796845000
4796,4797845000
4797,4798845000
4798,4799845000
4799,4800846000
4800,4801846000
4801,4802846000
4802,4803846000
4803,4804846000
4804,4805846000
4805,4806846000
4806,4807846000
4807,4808846000
4808,4809847000
4809,4810847000
4810,4811847000
4811,4812847000
4812,4813847000
4813,4814847000
4814,4815847000
4815,4816847000
4816,4817847000
4817,4818847000
4818,4819848000
4819,4820848000
4820,4821848000
4821,4822848000
4822,4823848000
4823,4824848000
4824,4825848000
4825,4826848000
4826,4827848000
4827,4828848000
4828,4829848000
4829,4830848000
4830,4831849000
4831,4832849000
4832,4833849000
4833,4834849000
4834,4835849000
4835,4836849000
4836,4837849000
4837,4838849000
4838,4839849000
4839,4840849000
4840,4841849000
4841,4842850000
4842,4843850000
4843,4844850000
4844,4845850000
4845,4846850000
4846,4847850000
4847,4848850000
4848,4849850000
4849,4850850000
4850,4851850000
4851,4852851000
4852,4853851000
4853,4854851000
4854,4855851000
4855,4856851000
4856,4857851000
4857,4858851000
4858,4859851000
4859,4860851000
4860,4861851000
4861,4862852000
4862,4863855000
4863,4864852000
4864,4865855000
4865,4866852000
4866,4867852000
4867,4868852000
4868,4869852000
4869,4870852000
4870,4871852000
4871,4872852000
4872,4873852000
4873,4874853000
4874,4875853000
4875,4876853000
4876,4877853000
4877,4878853000
4878,4879853000
4879,4880853000
4880,4881853000
4881,4882853000
4882,4883853000
4883,4884853000
4884,4885854000
4885,4886854000
4886,4887854000
4887,4888854000
4888,4889854000
4889,4890854000
4890,4891854000
4891,4892854000
4892,4893854000
4893,4894854000
4894,4895855000
4895,4896855000
4896,4897855000
4897,4898855000
4898,4899855000
4899,4900855000
4900,4901855000
4901,4902855000
4902,4903855000
4903,4904855000
4904,4905855000
4905,4906855000
4906,4907855000
4907,4908855000
4908,4909856000
4909,4910856000
4910,4911856000
4911,4912856000
4912,4913856000
4913,4914856000
4914,4915856000
4915,4916856000
4916,4917856000
4917,4918860000
4918,4919856000
4919,4920857000
4920,4921857000
4921,4922860000
4922,4923857000
4923,4924857000
4924,4925864000
4925,4926864000
4926,4927864000
4927,4928864000
4928,4929865000
4929,4930865000
4930,4931865000
4931,4932865000
4932,4933865000
4933,4934865000
4934,4935865000
4935,4936865000
4936,4937865000
4937,4938865000
4938,4939865000
4939,4940866000
4940,4941866000
4941,4942866000
4942,4943866000
4943,4944866000
4944,4945866000
4945,4946866000
4946,4947866000
4947,4948867000
4948,4949867000
4949,4950867000
4950,4951867000
4951,4952867000
4952,4953867000
4953,4954867000
4954,4955867000
4955,4956867000
4956,4957867000
4957,4958868000
4958,4959868000
4959,4960868000
4960,4961868000
4961,4962868000
4962,4963868000
4963,4964871000
4964,4965868000
4965,4966868000
4966,4967868000
4967,4968868000
4968,4969868000
4969,4970868000
4970,4971868000
4971,4972869000
4972,4973869000
4973,4974869000
4974,4975869000
4975,4976869000
4976,4977869000
4977,4978869000
4978,4979869000
4979,4980870000
4980,4981870000
4981,4982870000
4982,4983870000
4983,4984870000
4984,4985870000
4985,4986870000
4986,4987870000
4987,4988870000
4988,4989870000
4989,4990870000
4990,4991874000
4991,4992870000
4992,4993871000
4993,4994871000
4994,4995871000
4995,4996871000
4996,4997871000
4997,4998871000
4998,4999871000
4999,5000871000
5000,5001872000
5001,5002872000
5002,5003872000
5003,5004872000
5004,5005872000
5005,5006872000
5006,5007872000
5007,5008872000
5008,5009872000
5009,5010872000
5010,5011873000
5011,5012873000
5012,5013876000
5013,5014873000
5014,5015873000
5015,5016873000
5016,5017873000
5017,5018873000
5018,5019873000
5019,5020873000
5020,5021874000
5021,5022874000
5022,5023874000
5023,5024874000
5024,5025877000
5025,5026874000
5026,5027874000
5027,5028874000
5028,5029874000
5029,5030874000
5030,5031874000
5031,5032875000
5032,5033878000
5033,5034875000
5034,5035875000
5035,5036875000
5036,5037875000
5037,5038875000
5038,5039875000
5039,5040875000
5040,5041879000
5041,5042879000
5042,5043876000
5043,5044876000
5044,5045876000
5045,5046876000
5046,5047876000
5047,5048876000
5048,5049876000
5049,5050876000
5050,5051880000
5051,5052876000
5052,5053877000
5053,5054877000
5054,5055877000
5055,5056877000
5056,5057877000
5057,5058877000
5058,5059877000
5059,5060877000
5060,5061877000
5061,5062878000
5062,5063878000
5063,5064878000
5064,5065878000
5065,5066878000
5066,5067878000
5067,5068878000
5068,5069878000
5069,5070878000
5070,5071879000
5071,5072879000
5072,5073879000
5073,5074879000
5074,5075882000
5075,5076879000
5076,5077879000
5077,5078879000
5078,5079879000
5079,5080879000
5080,5081879000
5081,5082879000
5082,5083883000
5083,5084880000
5084,5085880000
5085,5086880000
5086,5087880000
5087,5088880000
5088,5089880000
5089,5090880000
5090,5091880000
5091,5092881000
5092,5093881000
5093,5094881000
5094,5095881000
5095,5096881000
5096,5097881000
5097,5098881000
5098,5099881000
5099,5100881000
5100,5101881000
5101,5102881000
5102,5103882000
5103,5104882000
5104,5105882000
5105,5106882000
5106,5107885000
5107,5108882000
5108,5109882000
5109,5110882000
5110,5111882000
5111,5112882000
5112,5113882000
5113,5114882000
5114,5115883000
5115,5116883000
5116,5117883000
5117,5118883000
5118,5119883000
5119,5120883000
5120,5121883000
5121,5122883000
5122,5123883000
5123,5124883000
5124,5125883000
5125,5126884000
5126,5127884000
5127,5128884000
5128,5129884000
5129,5130884000
5130,5131887000
5131,5132884000
5132,5133884000
5133,5134884000
5134,5135884000
5135,5136884000
5136,5137884000
5137,5138884000
5138,5139885000
5139,5140885000
5140,5141885000
5141,5142885000
5142,5143888000
5143,5144885000
5144,5145885000
5145,5146885000
5146,5147885000
5147,5148885000
5148,5149885000
5149,5150885000
5150,5151885000
5151,5152885000
5152,5153886000
5153,5154887000
5154,5155886000
5155,5156886000
5156,5157886000
5157,5158886000
5158,5159886000
5159,5160886000
5160,5161886000
5161,5162889000
5162,5163886000
5163,5164886000
5164,5165887000
5165,5166887000
5166,5167887000
5167,5168887000
5168,5169887000
5169,5170887000
5170,5171887000
5171,5172887000
5172,5173887000
5173,5174887000
5174,5175887000
5175,5176888000
5176,5177888000
5177,5178888000
5178,5179888000
5179,5180888000
5180,5181888000
5181,5182888000
5182,5183888000
5183,5184888000
5184,5185889000
5185,5186889000
5186,5187889000
5187,5188889000
5188,5189889000
5189,5190889000
5190,5191889000
5191,5192889000
5192,5193889000
5193,5194889000
5194,5195889000
5195,5196889000
5196,5197889000
5197,5198889000
5198,5199890000
5199,5200890000
5200,5201890000
5201,5202890000
5202,5203890000
5203,5204890000
5204,5205890000
5205,5206890000
5206,5207890000
5207,5208890000
5208,5209890000
5209,5210891000
5210,5211891000
5211,5212894000
5212,5213891000
5213,5214891000
5214,5215891000
5215,5216891000
5216,5217891000
5217,5218891000
5218,5219891000
5219,5220892000
5220,5221892000
5221,5222892000
5222,5223892000
5223,5224892000
5224,5225895000
5225,5226892000
5226,5227892000
5227,5228892000
5228,5229895000
5229,5230892000
5230,5231892000
5231,5232892000
5232,5233893000
5233,5234893000
5234,5235893000
5235,5236893000
5236,5237893000
5237,5238893000
5238,5239893000
5239,5240897000
5240,5241893000
5241,5242897000
5242,5243897000
5243,5244894000
5244,5245894000
5245,5246894000
5246,5247894000
5247,5248894000
5248,5249894000
5249,5250894000
5250,5251898000
5251,5252895000
5252,5253895000
5253,5254895000
5254,5255895000
5255,5256895000
5256,5257895000
5257,5258895000
5258,5259895000
5259,5260895000
5260,5261895000
5261,5262896000
5262,5263896000
5263,5264896000
5264,5265899000
5265,5266896000
5266,5267896000
5267,5268896000
5268,5269896000
5269,5270896000
5270,5271896000
5271,5272896000
5272,5273896000
5273,5274896000
5274,5275897000
5275,5276900000
5276,5277897000
5277,5278897000
5278,5279897000
5279,5280897000
5280,5281897000
5281,5282897000
5282,5283901000
5283,5284897000
5284,5285898000
5285,5286898000
5286,5287901000
5287,5288901000
5288,5289898000
5289,5290898000
5290,5291898000
5291,5292898000
5292,5293898000
5293,5294898000
5294,5295899000
5295,5296899000
5296,5297899000
5297,5298899000
5298,5299902000
5299,5300899000
5300,5301899000
5301,5302899000
5302,5303899000
5303,5304899000
5304,5305899000
5305,5306900000
5306,5307900000
5307,5308903000
5308,5309900000
5309,5310900000
5310,5311900000
5311,5312903000
5312,5313900000
5313,5314900000
5314,5315900000
5315,5316901000
5316,5317901000
5317,5318901000
5318,5319901000
5319,5320901000
5320,5321904000
5321,5322901000
5322,5323901000
5323,5324901000
5324,5325901000
5325,5326901000
5326,5327902000
5327,5328902000
5328,5329902000
5329,5330902000
5330,5331902000
5331,5332902000
5332,5333902000
5333,5334902000
5334,5335902000
5335,5336902000
5336,5337902000
5337,5338902000
5338,5339903000
5339,5340903000
5340,5341903000
5341,5342903000
5342,5343903000
5343,5344903000
5344,5345903000
5345,5346903000
5346,5347903000
5347,5348903000
5348,5349903000
5349,5350904000
5350,5351903000
5351,5352904000
5352,5353904000
5353,5354904000
5354,5355904000
5355,5356904000
5356,5357904000
5357,5358904000
5358,5359904000
5359,5360904000
5360,5361904000
5361,5362904000
5362,5363905000
5363,5364905000
5364,5365905000
5365,5366905000
5366,5367905000
5367,5368905000
5368,5369905000
5369,5370905000
5370,5371905000
5371,5372905000
5372,5373906000
5373,5374905000
5374,5375906000
5375,5376906000
5376,5377906000
5377,5378906000
5378,5379906000
5379,5380906000
5380,5381906000
5381,5382906000
5382,5383906000
5383,5384906000
5384,5385907000
5385,5386907000
5386,5387907000
5387,5388907000
5388,5389907000
5389,5390907000
5390,5391907000
5391,5392907000
5392,5393907000
5393,5394907000
5394,5395907000
5395,5396907000
5396,5397907000
5397,5398911000
5398,5399908000
5399,5400908000
5400,5401908000
5401,5402908000
5402,5403908000
5403,5404908000
5404,5405908000
5405,5406908000
5406,5407908000
5407,5408908000
5408,5409908000
5409,5410909000
5410,5411909000
5411,5412909000
5412,5413909000
5413,5414909000
5414,5415909000
5415,5416909000
5416,5417909000
5417,5418913000
5418,5419910000
5419,5420910000
5420,5421910000
5421,5422910000
5422,5423913000
5423,5424910000
5424,5425913000
5425,5426910000
5426,5427910000
5427,5428910000
5428,5429910000
5429,5430911000
5430,5431911000
5431,5432911000
5432,5433914000
5433,5434911000
5434,5435911000
5435,5436911000
5436,5437911000
5437,5438911000
5438,5439911000
5439,5440911000
5440,5441912000
5441,5442912000
5442,5443912000
5443,5444912000
5444,5445912000
5445,5446912000
5446,5447912000
5447,5448912000
5448,5449912000
5449,5450913000
5450,5451913000
5451,5452913000
5452,5453913000
5453,5454913000
5454,5455913000
5455,5456913000
5456,5457916000
5457,5458913000
5458,5459913000
5459,5460913000
5460,5461914000
5461,5462914000
5462,5463914000
5463,5464914000
5464,5465917000
5465,5466914000
5466,5467914000
5467,5468914000
5468,5469914000
5469,5470914000
5470,5471914000
5471,5472914000
5472,5473915000
5473,5474918000
5474,5475915000
5475,5476915000
5476,5477915000
5477,5478915000
5478,5479915000
5479,5480915000
5480,5481915000
5481,5482915000
5482,5483916000
5483,5484916000
5484,5485916000
5485,5486916000
5486,5487916000
5487,5488916000
5488,5489916000
5489,5490916000
5490,5491916000
5491,5492916000
5492,5493916000
5493,5494916000
5494,5495916000
5495,5496916000
5496,5497917000
5497,5498917000
5498,5499917000
5499,5500917000
5500,5501917000
5501,5502917000
5502,5503917000
5503,5504917000
5504,5505918000
5505,5506918000
5506,5507918000
5507,5508918000
5508,5509918000
5509,5510920000
5510,5511918000
5511,5512918000
5512,5513918000
5513,5514919000
5514,5515922000
5515,5516919000
5516,5517919000
5517,5518919000
5518,5519919000
5519,5520919000
5520,5521919000
5521,5522919000
5522,5523919000
5523,5524919000
5524,5525920000
5525,5526923000
5526,5527920000
5527,5528920000
5528,5529920000
5529,5530920000
5530,5531920000
5531,5532920000
5532,5533920000
5533,5534920000
5534,5535920000
5535,5536920000
5536,5537921000
5537,5538921000
5538,5539921000
5539,5540921000
5540,5541921000
5541,5542921000
5542,5543921000
5543,5544921000
5544,5545921000
5545,5546921000
5546,5547921000
5547,5548921000
5548,5549922000
5549,5550922000
5550,5551922000
5551,5552922000
5552,5553922000
5553,5554922000
5554,5555922000
5555,5556922000
5556,5557922000
5557,5558922000
5558,5559922000
5559,5560923000
5560,5561923000
5561,5562923000
5562,5563923000
5563,5564923000
5564,5565923000
5565,5566923000
5566,5567924000
5567,5568924000
5568,5569924000
5569,5570924000
5570,5571924000
5571,5572924000
5572,5573924000
5573,5574924000
5574,5575924000
5575,5576924000
5576,5577925000
5577,5578925000
5578,5579925000
5579,5580925000
5580,5581925000
5581,5582928000
5582,5583925000
5583,5584925000
5584,5585928000
5585,5586925000
5586,5587926000
5587,5588926000
5588,5589926000
5589,5590926000
5590,5591926000
5591,5592926000
5592,5593926000
5593,5594926000
5594,5595926000
5595,5596926000
5596,5597926000
5597,5598926000
5598,5599926000
5599,5600927000
5600,5601930000
5601,5602927000
5602,5603927000
5603,5604927000
5604,5605927000
5605,5606927000
5606,5607930000
5607,5608927000
5608,5609927000
5609,5610927000
5610,5611927000
5611,5612928000
5612,5613928000
5613,5614928000
5614,5615928000
5615,5616928000
5616,5617928000
5617,5618928000
5618,5619928000
5619,5620928000
5620,5621928000
5621,5622932000
5622,5623928000
5623,5624932000
5624,5625929000
5625,5626929000
5626,5627929000
5627,5628929000
5628,5629933000
5629,5630933000
5630,5631933000
5631,5632933000
5632,5633934000
5633,5634934000
5634,5635934000
5635,5636934000
5636,5637934000
5637,5638934000
5638,5639934000
5639,5640934000
5640,5641935000
5641,5642935000
5642,5643935000
5643,5644935000
5644,5645935000
5645,5646935000
5646,5647935000
5647,5648935000
5648,5649935000
5649,5650935000
5650,5651935000
5651,5652935000
5652,5653936000
5653,5654939000
5654,5655936000
5655,5656936000
5656,5657936000
5657,5658936000
5658,5659936000
5659,5660936000
5660,5661936000
5661,5662936000
5662,5663936000
5663,5664936000
5664,5665936000
5665,5666940000
5666,5667937000
5667,5668937000
5668,5669937000
5669,5670937000
5670,5671937000
5671,5672937000
5672,5673937000
5673,5674937000
5674,5675937000
5675,5676938000
5676,5677938000
5677,5678938000
5678,5679938000
5679,5680938000
5680,5681938000
5681,5682938000
5682,5683938000
5683,5684938000
5684,5685938000
5685,5686938000
5686,5687938000
5687,5688939000
5688,5689939000
5689,5690939000
5690,5691939000
5691,5692939000
5692,5693939000
5693,5694939000
5694,5695939000
5695,5696939000
5696,5697940000
5697,5698943000
5698,5699940000
5699,5700940000
5700,5701940000
5701,5702940000
5702,5703940000
5703,5704943000
5704,5705943000
5705,5706944000
5706,5707940000
5707,5708940000
5708,5709941000
5709,5710941000
5710,5711941000
5711,5712941000
5712,5713941000
5713,5714941000
5714,5715941000
5715,5716941000
5716,5717941000
5717,5718941000
5718,5719941000
5719,5720941000
5720,5721942000
5721,5722942000
5722,5723945000
5723,5724942000
5724,5725942000
5725,5726942000
5726,5727945000
5727,5728942000
5728,5729942000
5729,5730942000
5730,5731942000
5731,5732943000
5732,5733943000
5733,5734943000
5734,5735946000
5735,5736943000
5736,5737943000
5737,5738943000
5738,5739943000
5739,5740943000
5740,5741943000
5741,5742943000
5742,5743947000
5743,5744944000
5744,5745944000
5745,5746944000
5746,5747947000
5747,5748944000
5748,5749947000
5749,5750944000
5750,5751944000
5751,5752944000
5752,5753945000
5753,5754945000
5754,5755945000
5755,5756945000
5756,5757945000
5757,5758945000
5758,5759945000
5759,5760945000
5760,5761945000
5761,5762945000
5762,5763945000
5763,5764946000
5764,5765946000
5765,5766946000
5766,5767946000
5767,5768946000
5768,5769946000
5769,5770946000
5770,5771946000
5771,5772946000
5772,5773946000
5773,5774946000
5774,5775946000
5775,5776946000
5776,5777946000
5777,5778947000
5778,5779947000
5779,5780947000
5780,5781947000
5781,5782947000
5782,5783947000
5783,5784947000
5784,5785947000
5785,5786947000
5786,5787951000
5787,5788947000
5788,5789951000
5789,5790948000
